,Province/State,Country/Region,Lat,Long,Date,Confirmed
104,French Guiana,France,3.9339,-53.1258,1/22/20,0
105,French Polynesia,France,-17.6797,149.4068,1/22/20,0
106,Guadeloupe,France,16.265,-61.551,1/22/20,0
107,Martinique,France,14.6415,-61.0242,1/22/20,0
108,Mayotte,France,-12.8275,45.166244,1/22/20,0
109,New Caledonia,France,-20.904305,165.618042,1/22/20,0
110,Reunion,France,-21.1151,55.5364,1/22/20,0
111,Saint Barthelemy,France,17.9,-62.8333,1/22/20,0
112,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/22/20,0
113,St Martin,France,18.0708,-63.0501,1/22/20,0
114,Wallis and Futuna,France,-14.2938,-178.1165,1/22/20,0
115,,France,46.2276,2.2137,1/22/20,0
365,French Guiana,France,3.9339,-53.1258,1/23/20,0
366,French Polynesia,France,-17.6797,149.4068,1/23/20,0
367,Guadeloupe,France,16.265,-61.551,1/23/20,0
368,Martinique,France,14.6415,-61.0242,1/23/20,0
369,Mayotte,France,-12.8275,45.166244,1/23/20,0
370,New Caledonia,France,-20.904305,165.618042,1/23/20,0
371,Reunion,France,-21.1151,55.5364,1/23/20,0
372,Saint Barthelemy,France,17.9,-62.8333,1/23/20,0
373,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/23/20,0
374,St Martin,France,18.0708,-63.0501,1/23/20,0
375,Wallis and Futuna,France,-14.2938,-178.1165,1/23/20,0
376,,France,46.2276,2.2137,1/23/20,0
626,French Guiana,France,3.9339,-53.1258,1/24/20,0
627,French Polynesia,France,-17.6797,149.4068,1/24/20,0
628,Guadeloupe,France,16.265,-61.551,1/24/20,0
629,Martinique,France,14.6415,-61.0242,1/24/20,0
630,Mayotte,France,-12.8275,45.166244,1/24/20,0
631,New Caledonia,France,-20.904305,165.618042,1/24/20,0
632,Reunion,France,-21.1151,55.5364,1/24/20,0
633,Saint Barthelemy,France,17.9,-62.8333,1/24/20,0
634,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/24/20,0
635,St Martin,France,18.0708,-63.0501,1/24/20,0
636,Wallis and Futuna,France,-14.2938,-178.1165,1/24/20,0
637,,France,46.2276,2.2137,1/24/20,0
887,French Guiana,France,3.9339,-53.1258,1/25/20,0
888,French Polynesia,France,-17.6797,149.4068,1/25/20,0
889,Guadeloupe,France,16.265,-61.551,1/25/20,0
890,Martinique,France,14.6415,-61.0242,1/25/20,0
891,Mayotte,France,-12.8275,45.166244,1/25/20,0
892,New Caledonia,France,-20.904305,165.618042,1/25/20,0
893,Reunion,France,-21.1151,55.5364,1/25/20,0
894,Saint Barthelemy,France,17.9,-62.8333,1/25/20,0
895,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/25/20,0
896,St Martin,France,18.0708,-63.0501,1/25/20,0
897,Wallis and Futuna,France,-14.2938,-178.1165,1/25/20,0
898,,France,46.2276,2.2137,1/25/20,0
1148,French Guiana,France,3.9339,-53.1258,1/26/20,0
1149,French Polynesia,France,-17.6797,149.4068,1/26/20,0
1150,Guadeloupe,France,16.265,-61.551,1/26/20,0
1151,Martinique,France,14.6415,-61.0242,1/26/20,0
1152,Mayotte,France,-12.8275,45.166244,1/26/20,0
1153,New Caledonia,France,-20.904305,165.618042,1/26/20,0
1154,Reunion,France,-21.1151,55.5364,1/26/20,0
1155,Saint Barthelemy,France,17.9,-62.8333,1/26/20,0
1156,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/26/20,0
1157,St Martin,France,18.0708,-63.0501,1/26/20,0
1158,Wallis and Futuna,France,-14.2938,-178.1165,1/26/20,0
1159,,France,46.2276,2.2137,1/26/20,0
1409,French Guiana,France,3.9339,-53.1258,1/27/20,0
1410,French Polynesia,France,-17.6797,149.4068,1/27/20,0
1411,Guadeloupe,France,16.265,-61.551,1/27/20,0
1412,Martinique,France,14.6415,-61.0242,1/27/20,0
1413,Mayotte,France,-12.8275,45.166244,1/27/20,0
1414,New Caledonia,France,-20.904305,165.618042,1/27/20,0
1415,Reunion,France,-21.1151,55.5364,1/27/20,0
1416,Saint Barthelemy,France,17.9,-62.8333,1/27/20,0
1417,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/27/20,0
1418,St Martin,France,18.0708,-63.0501,1/27/20,0
1419,Wallis and Futuna,France,-14.2938,-178.1165,1/27/20,0
1420,,France,46.2276,2.2137,1/27/20,0
1670,French Guiana,France,3.9339,-53.1258,1/28/20,0
1671,French Polynesia,France,-17.6797,149.4068,1/28/20,0
1672,Guadeloupe,France,16.265,-61.551,1/28/20,0
1673,Martinique,France,14.6415,-61.0242,1/28/20,0
1674,Mayotte,France,-12.8275,45.166244,1/28/20,0
1675,New Caledonia,France,-20.904305,165.618042,1/28/20,0
1676,Reunion,France,-21.1151,55.5364,1/28/20,0
1677,Saint Barthelemy,France,17.9,-62.8333,1/28/20,0
1678,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/28/20,0
1679,St Martin,France,18.0708,-63.0501,1/28/20,0
1680,Wallis and Futuna,France,-14.2938,-178.1165,1/28/20,0
1681,,France,46.2276,2.2137,1/28/20,0
1931,French Guiana,France,3.9339,-53.1258,1/29/20,0
1932,French Polynesia,France,-17.6797,149.4068,1/29/20,0
1933,Guadeloupe,France,16.265,-61.551,1/29/20,0
1934,Martinique,France,14.6415,-61.0242,1/29/20,0
1935,Mayotte,France,-12.8275,45.166244,1/29/20,0
1936,New Caledonia,France,-20.904305,165.618042,1/29/20,0
1937,Reunion,France,-21.1151,55.5364,1/29/20,0
1938,Saint Barthelemy,France,17.9,-62.8333,1/29/20,0
1939,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/29/20,0
1940,St Martin,France,18.0708,-63.0501,1/29/20,0
1941,Wallis and Futuna,France,-14.2938,-178.1165,1/29/20,0
1942,,France,46.2276,2.2137,1/29/20,0
2192,French Guiana,France,3.9339,-53.1258,1/30/20,0
2193,French Polynesia,France,-17.6797,149.4068,1/30/20,0
2194,Guadeloupe,France,16.265,-61.551,1/30/20,0
2195,Martinique,France,14.6415,-61.0242,1/30/20,0
2196,Mayotte,France,-12.8275,45.166244,1/30/20,0
2197,New Caledonia,France,-20.904305,165.618042,1/30/20,0
2198,Reunion,France,-21.1151,55.5364,1/30/20,0
2199,Saint Barthelemy,France,17.9,-62.8333,1/30/20,0
2200,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/30/20,0
2201,St Martin,France,18.0708,-63.0501,1/30/20,0
2202,Wallis and Futuna,France,-14.2938,-178.1165,1/30/20,0
2203,,France,46.2276,2.2137,1/30/20,0
2453,French Guiana,France,3.9339,-53.1258,1/31/20,0
2454,French Polynesia,France,-17.6797,149.4068,1/31/20,0
2455,Guadeloupe,France,16.265,-61.551,1/31/20,0
2456,Martinique,France,14.6415,-61.0242,1/31/20,0
2457,Mayotte,France,-12.8275,45.166244,1/31/20,0
2458,New Caledonia,France,-20.904305,165.618042,1/31/20,0
2459,Reunion,France,-21.1151,55.5364,1/31/20,0
2460,Saint Barthelemy,France,17.9,-62.8333,1/31/20,0
2461,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/31/20,0
2462,St Martin,France,18.0708,-63.0501,1/31/20,0
2463,Wallis and Futuna,France,-14.2938,-178.1165,1/31/20,0
2464,,France,46.2276,2.2137,1/31/20,0
2714,French Guiana,France,3.9339,-53.1258,2/1/20,0
2715,French Polynesia,France,-17.6797,149.4068,2/1/20,0
2716,Guadeloupe,France,16.265,-61.551,2/1/20,0
2717,Martinique,France,14.6415,-61.0242,2/1/20,0
2718,Mayotte,France,-12.8275,45.166244,2/1/20,0
2719,New Caledonia,France,-20.904305,165.618042,2/1/20,0
2720,Reunion,France,-21.1151,55.5364,2/1/20,0
2721,Saint Barthelemy,France,17.9,-62.8333,2/1/20,0
2722,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/1/20,0
2723,St Martin,France,18.0708,-63.0501,2/1/20,0
2724,Wallis and Futuna,France,-14.2938,-178.1165,2/1/20,0
2725,,France,46.2276,2.2137,2/1/20,0
2975,French Guiana,France,3.9339,-53.1258,2/2/20,0
2976,French Polynesia,France,-17.6797,149.4068,2/2/20,0
2977,Guadeloupe,France,16.265,-61.551,2/2/20,0
2978,Martinique,France,14.6415,-61.0242,2/2/20,0
2979,Mayotte,France,-12.8275,45.166244,2/2/20,0
2980,New Caledonia,France,-20.904305,165.618042,2/2/20,0
2981,Reunion,France,-21.1151,55.5364,2/2/20,0
2982,Saint Barthelemy,France,17.9,-62.8333,2/2/20,0
2983,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/2/20,0
2984,St Martin,France,18.0708,-63.0501,2/2/20,0
2985,Wallis and Futuna,France,-14.2938,-178.1165,2/2/20,0
2986,,France,46.2276,2.2137,2/2/20,0
3236,French Guiana,France,3.9339,-53.1258,2/3/20,0
3237,French Polynesia,France,-17.6797,149.4068,2/3/20,0
3238,Guadeloupe,France,16.265,-61.551,2/3/20,0
3239,Martinique,France,14.6415,-61.0242,2/3/20,0
3240,Mayotte,France,-12.8275,45.166244,2/3/20,0
3241,New Caledonia,France,-20.904305,165.618042,2/3/20,0
3242,Reunion,France,-21.1151,55.5364,2/3/20,0
3243,Saint Barthelemy,France,17.9,-62.8333,2/3/20,0
3244,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/3/20,0
3245,St Martin,France,18.0708,-63.0501,2/3/20,0
3246,Wallis and Futuna,France,-14.2938,-178.1165,2/3/20,0
3247,,France,46.2276,2.2137,2/3/20,0
3497,French Guiana,France,3.9339,-53.1258,2/4/20,0
3498,French Polynesia,France,-17.6797,149.4068,2/4/20,0
3499,Guadeloupe,France,16.265,-61.551,2/4/20,0
3500,Martinique,France,14.6415,-61.0242,2/4/20,0
3501,Mayotte,France,-12.8275,45.166244,2/4/20,0
3502,New Caledonia,France,-20.904305,165.618042,2/4/20,0
3503,Reunion,France,-21.1151,55.5364,2/4/20,0
3504,Saint Barthelemy,France,17.9,-62.8333,2/4/20,0
3505,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/4/20,0
3506,St Martin,France,18.0708,-63.0501,2/4/20,0
3507,Wallis and Futuna,France,-14.2938,-178.1165,2/4/20,0
3508,,France,46.2276,2.2137,2/4/20,0
3758,French Guiana,France,3.9339,-53.1258,2/5/20,0
3759,French Polynesia,France,-17.6797,149.4068,2/5/20,0
3760,Guadeloupe,France,16.265,-61.551,2/5/20,0
3761,Martinique,France,14.6415,-61.0242,2/5/20,0
3762,Mayotte,France,-12.8275,45.166244,2/5/20,0
3763,New Caledonia,France,-20.904305,165.618042,2/5/20,0
3764,Reunion,France,-21.1151,55.5364,2/5/20,0
3765,Saint Barthelemy,France,17.9,-62.8333,2/5/20,0
3766,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/5/20,0
3767,St Martin,France,18.0708,-63.0501,2/5/20,0
3768,Wallis and Futuna,France,-14.2938,-178.1165,2/5/20,0
3769,,France,46.2276,2.2137,2/5/20,0
4019,French Guiana,France,3.9339,-53.1258,2/6/20,0
4020,French Polynesia,France,-17.6797,149.4068,2/6/20,0
4021,Guadeloupe,France,16.265,-61.551,2/6/20,0
4022,Martinique,France,14.6415,-61.0242,2/6/20,0
4023,Mayotte,France,-12.8275,45.166244,2/6/20,0
4024,New Caledonia,France,-20.904305,165.618042,2/6/20,0
4025,Reunion,France,-21.1151,55.5364,2/6/20,0
4026,Saint Barthelemy,France,17.9,-62.8333,2/6/20,0
4027,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/6/20,0
4028,St Martin,France,18.0708,-63.0501,2/6/20,0
4029,Wallis and Futuna,France,-14.2938,-178.1165,2/6/20,0
4030,,France,46.2276,2.2137,2/6/20,0
4280,French Guiana,France,3.9339,-53.1258,2/7/20,0
4281,French Polynesia,France,-17.6797,149.4068,2/7/20,0
4282,Guadeloupe,France,16.265,-61.551,2/7/20,0
4283,Martinique,France,14.6415,-61.0242,2/7/20,0
4284,Mayotte,France,-12.8275,45.166244,2/7/20,0
4285,New Caledonia,France,-20.904305,165.618042,2/7/20,0
4286,Reunion,France,-21.1151,55.5364,2/7/20,0
4287,Saint Barthelemy,France,17.9,-62.8333,2/7/20,0
4288,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/7/20,0
4289,St Martin,France,18.0708,-63.0501,2/7/20,0
4290,Wallis and Futuna,France,-14.2938,-178.1165,2/7/20,0
4291,,France,46.2276,2.2137,2/7/20,0
4541,French Guiana,France,3.9339,-53.1258,2/8/20,0
4542,French Polynesia,France,-17.6797,149.4068,2/8/20,0
4543,Guadeloupe,France,16.265,-61.551,2/8/20,0
4544,Martinique,France,14.6415,-61.0242,2/8/20,0
4545,Mayotte,France,-12.8275,45.166244,2/8/20,0
4546,New Caledonia,France,-20.904305,165.618042,2/8/20,0
4547,Reunion,France,-21.1151,55.5364,2/8/20,0
4548,Saint Barthelemy,France,17.9,-62.8333,2/8/20,0
4549,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/8/20,0
4550,St Martin,France,18.0708,-63.0501,2/8/20,0
4551,Wallis and Futuna,France,-14.2938,-178.1165,2/8/20,0
4552,,France,46.2276,2.2137,2/8/20,0
4802,French Guiana,France,3.9339,-53.1258,2/9/20,0
4803,French Polynesia,France,-17.6797,149.4068,2/9/20,0
4804,Guadeloupe,France,16.265,-61.551,2/9/20,0
4805,Martinique,France,14.6415,-61.0242,2/9/20,0
4806,Mayotte,France,-12.8275,45.166244,2/9/20,0
4807,New Caledonia,France,-20.904305,165.618042,2/9/20,0
4808,Reunion,France,-21.1151,55.5364,2/9/20,0
4809,Saint Barthelemy,France,17.9,-62.8333,2/9/20,0
4810,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/9/20,0
4811,St Martin,France,18.0708,-63.0501,2/9/20,0
4812,Wallis and Futuna,France,-14.2938,-178.1165,2/9/20,0
4813,,France,46.2276,2.2137,2/9/20,0
5063,French Guiana,France,3.9339,-53.1258,2/10/20,0
5064,French Polynesia,France,-17.6797,149.4068,2/10/20,0
5065,Guadeloupe,France,16.265,-61.551,2/10/20,0
5066,Martinique,France,14.6415,-61.0242,2/10/20,0
5067,Mayotte,France,-12.8275,45.166244,2/10/20,0
5068,New Caledonia,France,-20.904305,165.618042,2/10/20,0
5069,Reunion,France,-21.1151,55.5364,2/10/20,0
5070,Saint Barthelemy,France,17.9,-62.8333,2/10/20,0
5071,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/10/20,0
5072,St Martin,France,18.0708,-63.0501,2/10/20,0
5073,Wallis and Futuna,France,-14.2938,-178.1165,2/10/20,0
5074,,France,46.2276,2.2137,2/10/20,0
5324,French Guiana,France,3.9339,-53.1258,2/11/20,0
5325,French Polynesia,France,-17.6797,149.4068,2/11/20,0
5326,Guadeloupe,France,16.265,-61.551,2/11/20,0
5327,Martinique,France,14.6415,-61.0242,2/11/20,0
5328,Mayotte,France,-12.8275,45.166244,2/11/20,0
5329,New Caledonia,France,-20.904305,165.618042,2/11/20,0
5330,Reunion,France,-21.1151,55.5364,2/11/20,0
5331,Saint Barthelemy,France,17.9,-62.8333,2/11/20,0
5332,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/11/20,0
5333,St Martin,France,18.0708,-63.0501,2/11/20,0
5334,Wallis and Futuna,France,-14.2938,-178.1165,2/11/20,0
5335,,France,46.2276,2.2137,2/11/20,0
5585,French Guiana,France,3.9339,-53.1258,2/12/20,0
5586,French Polynesia,France,-17.6797,149.4068,2/12/20,0
5587,Guadeloupe,France,16.265,-61.551,2/12/20,0
5588,Martinique,France,14.6415,-61.0242,2/12/20,0
5589,Mayotte,France,-12.8275,45.166244,2/12/20,0
5590,New Caledonia,France,-20.904305,165.618042,2/12/20,0
5591,Reunion,France,-21.1151,55.5364,2/12/20,0
5592,Saint Barthelemy,France,17.9,-62.8333,2/12/20,0
5593,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/12/20,0
5594,St Martin,France,18.0708,-63.0501,2/12/20,0
5595,Wallis and Futuna,France,-14.2938,-178.1165,2/12/20,0
5596,,France,46.2276,2.2137,2/12/20,2
5846,French Guiana,France,3.9339,-53.1258,2/13/20,0
5847,French Polynesia,France,-17.6797,149.4068,2/13/20,0
5848,Guadeloupe,France,16.265,-61.551,2/13/20,0
5849,Martinique,France,14.6415,-61.0242,2/13/20,0
5850,Mayotte,France,-12.8275,45.166244,2/13/20,0
5851,New Caledonia,France,-20.904305,165.618042,2/13/20,0
5852,Reunion,France,-21.1151,55.5364,2/13/20,0
5853,Saint Barthelemy,France,17.9,-62.8333,2/13/20,0
5854,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/13/20,0
5855,St Martin,France,18.0708,-63.0501,2/13/20,0
5856,Wallis and Futuna,France,-14.2938,-178.1165,2/13/20,0
5857,,France,46.2276,2.2137,2/13/20,2
6107,French Guiana,France,3.9339,-53.1258,2/14/20,0
6108,French Polynesia,France,-17.6797,149.4068,2/14/20,0
6109,Guadeloupe,France,16.265,-61.551,2/14/20,0
6110,Martinique,France,14.6415,-61.0242,2/14/20,0
6111,Mayotte,France,-12.8275,45.166244,2/14/20,0
6112,New Caledonia,France,-20.904305,165.618042,2/14/20,0
6113,Reunion,France,-21.1151,55.5364,2/14/20,0
6114,Saint Barthelemy,France,17.9,-62.8333,2/14/20,0
6115,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/14/20,0
6116,St Martin,France,18.0708,-63.0501,2/14/20,0
6117,Wallis and Futuna,France,-14.2938,-178.1165,2/14/20,0
6118,,France,46.2276,2.2137,2/14/20,2
6368,French Guiana,France,3.9339,-53.1258,2/15/20,0
6369,French Polynesia,France,-17.6797,149.4068,2/15/20,0
6370,Guadeloupe,France,16.265,-61.551,2/15/20,0
6371,Martinique,France,14.6415,-61.0242,2/15/20,0
6372,Mayotte,France,-12.8275,45.166244,2/15/20,0
6373,New Caledonia,France,-20.904305,165.618042,2/15/20,0
6374,Reunion,France,-21.1151,55.5364,2/15/20,0
6375,Saint Barthelemy,France,17.9,-62.8333,2/15/20,0
6376,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/15/20,0
6377,St Martin,France,18.0708,-63.0501,2/15/20,0
6378,Wallis and Futuna,France,-14.2938,-178.1165,2/15/20,0
6379,,France,46.2276,2.2137,2/15/20,4
6629,French Guiana,France,3.9339,-53.1258,2/16/20,0
6630,French Polynesia,France,-17.6797,149.4068,2/16/20,0
6631,Guadeloupe,France,16.265,-61.551,2/16/20,0
6632,Martinique,France,14.6415,-61.0242,2/16/20,0
6633,Mayotte,France,-12.8275,45.166244,2/16/20,0
6634,New Caledonia,France,-20.904305,165.618042,2/16/20,0
6635,Reunion,France,-21.1151,55.5364,2/16/20,0
6636,Saint Barthelemy,France,17.9,-62.8333,2/16/20,0
6637,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/16/20,0
6638,St Martin,France,18.0708,-63.0501,2/16/20,0
6639,Wallis and Futuna,France,-14.2938,-178.1165,2/16/20,0
6640,,France,46.2276,2.2137,2/16/20,4
6890,French Guiana,France,3.9339,-53.1258,2/17/20,0
6891,French Polynesia,France,-17.6797,149.4068,2/17/20,0
6892,Guadeloupe,France,16.265,-61.551,2/17/20,0
6893,Martinique,France,14.6415,-61.0242,2/17/20,0
6894,Mayotte,France,-12.8275,45.166244,2/17/20,0
6895,New Caledonia,France,-20.904305,165.618042,2/17/20,0
6896,Reunion,France,-21.1151,55.5364,2/17/20,0
6897,Saint Barthelemy,France,17.9,-62.8333,2/17/20,0
6898,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/17/20,0
6899,St Martin,France,18.0708,-63.0501,2/17/20,0
6900,Wallis and Futuna,France,-14.2938,-178.1165,2/17/20,0
6901,,France,46.2276,2.2137,2/17/20,4
7151,French Guiana,France,3.9339,-53.1258,2/18/20,0
7152,French Polynesia,France,-17.6797,149.4068,2/18/20,0
7153,Guadeloupe,France,16.265,-61.551,2/18/20,0
7154,Martinique,France,14.6415,-61.0242,2/18/20,0
7155,Mayotte,France,-12.8275,45.166244,2/18/20,0
7156,New Caledonia,France,-20.904305,165.618042,2/18/20,0
7157,Reunion,France,-21.1151,55.5364,2/18/20,0
7158,Saint Barthelemy,France,17.9,-62.8333,2/18/20,0
7159,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/18/20,0
7160,St Martin,France,18.0708,-63.0501,2/18/20,0
7161,Wallis and Futuna,France,-14.2938,-178.1165,2/18/20,0
7162,,France,46.2276,2.2137,2/18/20,4
7412,French Guiana,France,3.9339,-53.1258,2/19/20,0
7413,French Polynesia,France,-17.6797,149.4068,2/19/20,0
7414,Guadeloupe,France,16.265,-61.551,2/19/20,0
7415,Martinique,France,14.6415,-61.0242,2/19/20,0
7416,Mayotte,France,-12.8275,45.166244,2/19/20,0
7417,New Caledonia,France,-20.904305,165.618042,2/19/20,0
7418,Reunion,France,-21.1151,55.5364,2/19/20,0
7419,Saint Barthelemy,France,17.9,-62.8333,2/19/20,0
7420,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/19/20,0
7421,St Martin,France,18.0708,-63.0501,2/19/20,0
7422,Wallis and Futuna,France,-14.2938,-178.1165,2/19/20,0
7423,,France,46.2276,2.2137,2/19/20,4
7673,French Guiana,France,3.9339,-53.1258,2/20/20,0
7674,French Polynesia,France,-17.6797,149.4068,2/20/20,0
7675,Guadeloupe,France,16.265,-61.551,2/20/20,0
7676,Martinique,France,14.6415,-61.0242,2/20/20,0
7677,Mayotte,France,-12.8275,45.166244,2/20/20,0
7678,New Caledonia,France,-20.904305,165.618042,2/20/20,0
7679,Reunion,France,-21.1151,55.5364,2/20/20,0
7680,Saint Barthelemy,France,17.9,-62.8333,2/20/20,0
7681,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/20/20,0
7682,St Martin,France,18.0708,-63.0501,2/20/20,0
7683,Wallis and Futuna,France,-14.2938,-178.1165,2/20/20,0
7684,,France,46.2276,2.2137,2/20/20,4
7934,French Guiana,France,3.9339,-53.1258,2/21/20,0
7935,French Polynesia,France,-17.6797,149.4068,2/21/20,0
7936,Guadeloupe,France,16.265,-61.551,2/21/20,0
7937,Martinique,France,14.6415,-61.0242,2/21/20,0
7938,Mayotte,France,-12.8275,45.166244,2/21/20,0
7939,New Caledonia,France,-20.904305,165.618042,2/21/20,0
7940,Reunion,France,-21.1151,55.5364,2/21/20,0
7941,Saint Barthelemy,France,17.9,-62.8333,2/21/20,0
7942,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/21/20,0
7943,St Martin,France,18.0708,-63.0501,2/21/20,0
7944,Wallis and Futuna,France,-14.2938,-178.1165,2/21/20,0
7945,,France,46.2276,2.2137,2/21/20,4
8195,French Guiana,France,3.9339,-53.1258,2/22/20,0
8196,French Polynesia,France,-17.6797,149.4068,2/22/20,0
8197,Guadeloupe,France,16.265,-61.551,2/22/20,0
8198,Martinique,France,14.6415,-61.0242,2/22/20,0
8199,Mayotte,France,-12.8275,45.166244,2/22/20,0
8200,New Caledonia,France,-20.904305,165.618042,2/22/20,0
8201,Reunion,France,-21.1151,55.5364,2/22/20,0
8202,Saint Barthelemy,France,17.9,-62.8333,2/22/20,0
8203,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/22/20,0
8204,St Martin,France,18.0708,-63.0501,2/22/20,0
8205,Wallis and Futuna,France,-14.2938,-178.1165,2/22/20,0
8206,,France,46.2276,2.2137,2/22/20,4
8456,French Guiana,France,3.9339,-53.1258,2/23/20,0
8457,French Polynesia,France,-17.6797,149.4068,2/23/20,0
8458,Guadeloupe,France,16.265,-61.551,2/23/20,0
8459,Martinique,France,14.6415,-61.0242,2/23/20,0
8460,Mayotte,France,-12.8275,45.166244,2/23/20,0
8461,New Caledonia,France,-20.904305,165.618042,2/23/20,0
8462,Reunion,France,-21.1151,55.5364,2/23/20,0
8463,Saint Barthelemy,France,17.9,-62.8333,2/23/20,0
8464,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/23/20,0
8465,St Martin,France,18.0708,-63.0501,2/23/20,0
8466,Wallis and Futuna,France,-14.2938,-178.1165,2/23/20,0
8467,,France,46.2276,2.2137,2/23/20,4
8717,French Guiana,France,3.9339,-53.1258,2/24/20,0
8718,French Polynesia,France,-17.6797,149.4068,2/24/20,0
8719,Guadeloupe,France,16.265,-61.551,2/24/20,0
8720,Martinique,France,14.6415,-61.0242,2/24/20,0
8721,Mayotte,France,-12.8275,45.166244,2/24/20,0
8722,New Caledonia,France,-20.904305,165.618042,2/24/20,0
8723,Reunion,France,-21.1151,55.5364,2/24/20,0
8724,Saint Barthelemy,France,17.9,-62.8333,2/24/20,0
8725,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/24/20,0
8726,St Martin,France,18.0708,-63.0501,2/24/20,0
8727,Wallis and Futuna,France,-14.2938,-178.1165,2/24/20,0
8728,,France,46.2276,2.2137,2/24/20,4
8978,French Guiana,France,3.9339,-53.1258,2/25/20,0
8979,French Polynesia,France,-17.6797,149.4068,2/25/20,0
8980,Guadeloupe,France,16.265,-61.551,2/25/20,0
8981,Martinique,France,14.6415,-61.0242,2/25/20,0
8982,Mayotte,France,-12.8275,45.166244,2/25/20,0
8983,New Caledonia,France,-20.904305,165.618042,2/25/20,0
8984,Reunion,France,-21.1151,55.5364,2/25/20,0
8985,Saint Barthelemy,France,17.9,-62.8333,2/25/20,0
8986,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/25/20,0
8987,St Martin,France,18.0708,-63.0501,2/25/20,0
8988,Wallis and Futuna,France,-14.2938,-178.1165,2/25/20,0
8989,,France,46.2276,2.2137,2/25/20,11
9239,French Guiana,France,3.9339,-53.1258,2/26/20,0
9240,French Polynesia,France,-17.6797,149.4068,2/26/20,0
9241,Guadeloupe,France,16.265,-61.551,2/26/20,0
9242,Martinique,France,14.6415,-61.0242,2/26/20,0
9243,Mayotte,France,-12.8275,45.166244,2/26/20,0
9244,New Caledonia,France,-20.904305,165.618042,2/26/20,0
9245,Reunion,France,-21.1151,55.5364,2/26/20,0
9246,Saint Barthelemy,France,17.9,-62.8333,2/26/20,0
9247,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/26/20,0
9248,St Martin,France,18.0708,-63.0501,2/26/20,0
9249,Wallis and Futuna,France,-14.2938,-178.1165,2/26/20,0
9250,,France,46.2276,2.2137,2/26/20,11
9500,French Guiana,France,3.9339,-53.1258,2/27/20,0
9501,French Polynesia,France,-17.6797,149.4068,2/27/20,0
9502,Guadeloupe,France,16.265,-61.551,2/27/20,0
9503,Martinique,France,14.6415,-61.0242,2/27/20,0
9504,Mayotte,France,-12.8275,45.166244,2/27/20,0
9505,New Caledonia,France,-20.904305,165.618042,2/27/20,0
9506,Reunion,France,-21.1151,55.5364,2/27/20,0
9507,Saint Barthelemy,France,17.9,-62.8333,2/27/20,0
9508,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/27/20,0
9509,St Martin,France,18.0708,-63.0501,2/27/20,0
9510,Wallis and Futuna,France,-14.2938,-178.1165,2/27/20,0
9511,,France,46.2276,2.2137,2/27/20,11
9761,French Guiana,France,3.9339,-53.1258,2/28/20,0
9762,French Polynesia,France,-17.6797,149.4068,2/28/20,0
9763,Guadeloupe,France,16.265,-61.551,2/28/20,0
9764,Martinique,France,14.6415,-61.0242,2/28/20,0
9765,Mayotte,France,-12.8275,45.166244,2/28/20,0
9766,New Caledonia,France,-20.904305,165.618042,2/28/20,0
9767,Reunion,France,-21.1151,55.5364,2/28/20,0
9768,Saint Barthelemy,France,17.9,-62.8333,2/28/20,0
9769,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/28/20,0
9770,St Martin,France,18.0708,-63.0501,2/28/20,0
9771,Wallis and Futuna,France,-14.2938,-178.1165,2/28/20,0
