,Province/State,Country/Region,Lat,Long,Date,Confirmed
57790,New Caledonia,France,-20.904305,165.618042,8/30/20,23
57791,Reunion,France,-21.1151,55.5364,8/30/20,880
57792,Saint Barthelemy,France,17.9,-62.8333,8/30/20,13
57793,Saint Pierre and Miquelon,France,46.8852,-56.3159,8/30/20,1
57794,St Martin,France,18.0708,-63.0501,8/30/20,79
57795,Wallis and Futuna,France,-14.2938,-178.1165,8/30/20,0
57796,,France,46.2276,2.2137,8/30/20,73279
58046,French Guiana,France,3.9339,-53.1258,8/31/20,8654
58047,French Polynesia,France,-17.6797,149.4068,8/31/20,205
58048,Guadeloupe,France,16.265,-61.551,8/31/20,336
58049,Martinique,France,14.6415,-61.0242,8/31/20,98
58050,Mayotte,France,-12.8275,45.166244,8/31/20,2964
58051,New Caledonia,France,-20.904305,165.618042,8/31/20,23
58052,Reunion,France,-21.1151,55.5364,8/31/20,880
58053,Saint Barthelemy,France,17.9,-62.8333,8/31/20,13
58054,Saint Pierre and Miquelon,France,46.8852,-56.3159,8/31/20,1
58055,St Martin,France,18.0708,-63.0501,8/31/20,79
58056,Wallis and Futuna,France,-14.2938,-178.1165,8/31/20,0
58057,,France,46.2276,2.2137,8/31/20,73537
58307,French Guiana,France,3.9339,-53.1258,9/1/20,8707
58308,French Polynesia,France,-17.6797,149.4068,9/1/20,205
58309,Guadeloupe,France,16.265,-61.551,9/1/20,336
58310,Martinique,France,14.6415,-61.0242,9/1/20,98
58311,Mayotte,France,-12.8275,45.166244,9/1/20,2964
58312,New Caledonia,France,-20.904305,165.618042,9/1/20,23
58313,Reunion,France,-21.1151,55.5364,9/1/20,880
58314,Saint Barthelemy,France,17.9,-62.8333,9/1/20,13
58315,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/1/20,4
58316,St Martin,France,18.0708,-63.0501,9/1/20,79
58317,Wallis and Futuna,France,-14.2938,-178.1165,9/1/20,0
58318,,France,46.2276,2.2137,9/1/20,73727
58568,French Guiana,France,3.9339,-53.1258,9/2/20,8739
58569,French Polynesia,France,-17.6797,149.4068,9/2/20,336
58570,Guadeloupe,France,16.265,-61.551,9/2/20,336
58571,Martinique,France,14.6415,-61.0242,9/2/20,98
58572,Mayotte,France,-12.8275,45.166244,9/2/20,2964
58573,New Caledonia,France,-20.904305,165.618042,9/2/20,23
58574,Reunion,France,-21.1151,55.5364,9/2/20,880
58575,Saint Barthelemy,France,17.9,-62.8333,9/2/20,13
58576,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/2/20,4
58577,St Martin,France,18.0708,-63.0501,9/2/20,79
58578,Wallis and Futuna,France,-14.2938,-178.1165,9/2/20,0
58579,,France,46.2276,2.2137,9/2/20,73946
58829,French Guiana,France,3.9339,-53.1258,9/3/20,8772
58830,French Polynesia,France,-17.6797,149.4068,9/3/20,336
58831,Guadeloupe,France,16.265,-61.551,9/3/20,336
58832,Martinique,France,14.6415,-61.0242,9/3/20,98
58833,Mayotte,France,-12.8275,45.166244,9/3/20,2964
58834,New Caledonia,France,-20.904305,165.618042,9/3/20,23
58835,Reunion,France,-21.1151,55.5364,9/3/20,880
58836,Saint Barthelemy,France,17.9,-62.8333,9/3/20,13
58837,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/3/20,4
58838,St Martin,France,18.0708,-63.0501,9/3/20,79
58839,Wallis and Futuna,France,-14.2938,-178.1165,9/3/20,0
58840,,France,46.2276,2.2137,9/3/20,74156
59090,French Guiana,France,3.9339,-53.1258,9/4/20,8792
59091,French Polynesia,France,-17.6797,149.4068,9/4/20,360
59092,Guadeloupe,France,16.265,-61.551,9/4/20,336
59093,Martinique,France,14.6415,-61.0242,9/4/20,98
59094,Mayotte,France,-12.8275,45.166244,9/4/20,2964
59095,New Caledonia,France,-20.904305,165.618042,9/4/20,23
59096,Reunion,France,-21.1151,55.5364,9/4/20,880
59097,Saint Barthelemy,France,17.9,-62.8333,9/4/20,13
59098,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/4/20,5
59099,St Martin,France,18.0708,-63.0501,9/4/20,79
59100,Wallis and Futuna,France,-14.2938,-178.1165,9/4/20,0
59101,,France,46.2276,2.2137,9/4/20,74377
59351,French Guiana,France,3.9339,-53.1258,9/5/20,8870
59352,French Polynesia,France,-17.6797,149.4068,9/5/20,360
59353,Guadeloupe,France,16.265,-61.551,9/5/20,336
59354,Martinique,France,14.6415,-61.0242,9/5/20,98
59355,Mayotte,France,-12.8275,45.166244,9/5/20,2964
59356,New Caledonia,France,-20.904305,165.618042,9/5/20,23
59357,Reunion,France,-21.1151,55.5364,9/5/20,1313
59358,Saint Barthelemy,France,17.9,-62.8333,9/5/20,13
59359,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/5/20,5
59360,St Martin,France,18.0708,-63.0501,9/5/20,79
59361,Wallis and Futuna,France,-14.2938,-178.1165,9/5/20,0
59362,,France,46.2276,2.2137,9/5/20,73866
59612,French Guiana,France,3.9339,-53.1258,9/6/20,8870
59613,French Polynesia,France,-17.6797,149.4068,9/6/20,360
59614,Guadeloupe,France,16.265,-61.551,9/6/20,336
59615,Martinique,France,14.6415,-61.0242,9/6/20,98
59616,Mayotte,France,-12.8275,45.166244,9/6/20,2964
59617,New Caledonia,France,-20.904305,165.618042,9/6/20,23
59618,Reunion,France,-21.1151,55.5364,9/6/20,1313
59619,Saint Barthelemy,France,17.9,-62.8333,9/6/20,13
59620,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/6/20,5
59621,St Martin,France,18.0708,-63.0501,9/6/20,79
59622,Wallis and Futuna,France,-14.2938,-178.1165,9/6/20,0
59623,,France,46.2276,2.2137,9/6/20,73866
59873,French Guiana,France,3.9339,-53.1258,9/7/20,8902
59874,French Polynesia,France,-17.6797,149.4068,9/7/20,528
59875,Guadeloupe,France,16.265,-61.551,9/7/20,336
59876,Martinique,France,14.6415,-61.0242,9/7/20,98
59877,Mayotte,France,-12.8275,45.166244,9/7/20,2964
59878,New Caledonia,France,-20.904305,165.618042,9/7/20,23
59879,Reunion,France,-21.1151,55.5364,9/7/20,1313
59880,Saint Barthelemy,France,17.9,-62.8333,9/7/20,13
59881,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/7/20,5
59882,St Martin,France,18.0708,-63.0501,9/7/20,79
59883,Wallis and Futuna,France,-14.2938,-178.1165,9/7/20,0
59884,,France,46.2276,2.2137,9/7/20,74223
60134,French Guiana,France,3.9339,-53.1258,9/8/20,8946
60135,French Polynesia,France,-17.6797,149.4068,9/8/20,528
60136,Guadeloupe,France,16.265,-61.551,9/8/20,336
60137,Martinique,France,14.6415,-61.0242,9/8/20,98
60138,Mayotte,France,-12.8275,45.166244,9/8/20,2964
60139,New Caledonia,France,-20.904305,165.618042,9/8/20,25
60140,Reunion,France,-21.1151,55.5364,9/8/20,1313
60141,Saint Barthelemy,France,17.9,-62.8333,9/8/20,13
60142,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/8/20,5
60143,St Martin,France,18.0708,-63.0501,9/8/20,79
60144,Wallis and Futuna,France,-14.2938,-178.1165,9/8/20,0
60145,,France,46.2276,2.2137,9/8/20,74569
60395,French Guiana,France,3.9339,-53.1258,9/9/20,8986
60396,French Polynesia,France,-17.6797,149.4068,9/9/20,528
60397,Guadeloupe,France,16.265,-61.551,9/9/20,336
60398,Martinique,France,14.6415,-61.0242,9/9/20,98
60399,Mayotte,France,-12.8275,45.166244,9/9/20,2964
60400,New Caledonia,France,-20.904305,165.618042,9/9/20,25
60401,Reunion,France,-21.1151,55.5364,9/9/20,1313
60402,Saint Barthelemy,France,17.9,-62.8333,9/9/20,13
60403,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/9/20,5
60404,St Martin,France,18.0708,-63.0501,9/9/20,107
60405,Wallis and Futuna,France,-14.2938,-178.1165,9/9/20,0
60406,,France,46.2276,2.2137,9/9/20,74867
60656,French Guiana,France,3.9339,-53.1258,9/10/20,9040
60657,French Polynesia,France,-17.6797,149.4068,9/10/20,576
60658,Guadeloupe,France,16.265,-61.551,9/10/20,336
60659,Martinique,France,14.6415,-61.0242,9/10/20,98
60660,Mayotte,France,-12.8275,45.166244,9/10/20,2964
60661,New Caledonia,France,-20.904305,165.618042,9/10/20,25
60662,Reunion,France,-21.1151,55.5364,9/10/20,1313
60663,Saint Barthelemy,France,17.9,-62.8333,9/10/20,13
60664,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/10/20,5
60665,St Martin,France,18.0708,-63.0501,9/10/20,107
60666,Wallis and Futuna,France,-14.2938,-178.1165,9/10/20,0
60667,,France,46.2276,2.2137,9/10/20,74991
60917,French Guiana,France,3.9339,-53.1258,9/11/20,9078
60918,French Polynesia,France,-17.6797,149.4068,9/11/20,642
60919,Guadeloupe,France,16.265,-61.551,9/11/20,336
60920,Martinique,France,14.6415,-61.0242,9/11/20,98
60921,Mayotte,France,-12.8275,45.166244,9/11/20,2964
60922,New Caledonia,France,-20.904305,165.618042,9/11/20,26
60923,Reunion,France,-21.1151,55.5364,9/11/20,1313
60924,Saint Barthelemy,France,17.9,-62.8333,9/11/20,13
60925,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/11/20,5
60926,St Martin,France,18.0708,-63.0501,9/11/20,107
60927,Wallis and Futuna,France,-14.2938,-178.1165,9/11/20,0
60928,,France,46.2276,2.2137,9/11/20,75308
61178,French Guiana,France,3.9339,-53.1258,9/12/20,9132
61179,French Polynesia,France,-17.6797,149.4068,9/12/20,642
61180,Guadeloupe,France,16.265,-61.551,9/12/20,837
61181,Martinique,France,14.6415,-61.0242,9/12/20,98
61182,Mayotte,France,-12.8275,45.166244,9/12/20,2964
61183,New Caledonia,France,-20.904305,165.618042,9/12/20,26
61184,Reunion,France,-21.1151,55.5364,9/12/20,1313
61185,Saint Barthelemy,France,17.9,-62.8333,9/12/20,13
61186,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/12/20,5
61187,St Martin,France,18.0708,-63.0501,9/12/20,107
61188,Wallis and Futuna,France,-14.2938,-178.1165,9/12/20,0
61189,,France,46.2276,2.2137,9/12/20,75308
61439,French Guiana,France,3.9339,-53.1258,9/13/20,9132
61440,French Polynesia,France,-17.6797,149.4068,9/13/20,642
61441,Guadeloupe,France,16.265,-61.551,9/13/20,837
61442,Martinique,France,14.6415,-61.0242,9/13/20,98
61443,Mayotte,France,-12.8275,45.166244,9/13/20,2964
61444,New Caledonia,France,-20.904305,165.618042,9/13/20,26
61445,Reunion,France,-21.1151,55.5364,9/13/20,1313
61446,Saint Barthelemy,France,17.9,-62.8333,9/13/20,13
61447,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/13/20,5
61448,St Martin,France,18.0708,-63.0501,9/13/20,107
61449,Wallis and Futuna,France,-14.2938,-178.1165,9/13/20,0
61450,,France,46.2276,2.2137,9/13/20,75308
61700,French Guiana,France,3.9339,-53.1258,9/14/20,9156
61701,French Polynesia,France,-17.6797,149.4068,9/14/20,672
61702,Guadeloupe,France,16.265,-61.551,9/14/20,837
61703,Martinique,France,14.6415,-61.0242,9/14/20,98
61704,Mayotte,France,-12.8275,45.166244,9/14/20,2964
61705,New Caledonia,France,-20.904305,165.618042,9/14/20,26
61706,Reunion,France,-21.1151,55.5364,9/14/20,1313
61707,Saint Barthelemy,France,17.9,-62.8333,9/14/20,16
61708,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/14/20,5
61709,St Martin,France,18.0708,-63.0501,9/14/20,206
61710,Wallis and Futuna,France,-14.2938,-178.1165,9/14/20,0
61711,,France,46.2276,2.2137,9/14/20,75139
61961,French Guiana,France,3.9339,-53.1258,9/15/20,9202
61962,French Polynesia,France,-17.6797,149.4068,9/15/20,672
61963,Guadeloupe,France,16.265,-61.551,9/15/20,837
61964,Martinique,France,14.6415,-61.0242,9/15/20,98
61965,Mayotte,France,-12.8275,45.166244,9/15/20,2964
61966,New Caledonia,France,-20.904305,165.618042,9/15/20,26
61967,Reunion,France,-21.1151,55.5364,9/15/20,1313
61968,Saint Barthelemy,France,17.9,-62.8333,9/15/20,16
61969,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/15/20,5
61970,St Martin,France,18.0708,-63.0501,9/15/20,206
61971,Wallis and Futuna,France,-14.2938,-178.1165,9/15/20,0
61972,,France,46.2276,2.2137,9/15/20,75477
62222,French Guiana,France,3.9339,-53.1258,9/16/20,9235
62223,French Polynesia,France,-17.6797,149.4068,9/16/20,672
62224,Guadeloupe,France,16.265,-61.551,9/16/20,837
62225,Martinique,France,14.6415,-61.0242,9/16/20,98
62226,Mayotte,France,-12.8275,45.166244,9/16/20,2964
62227,New Caledonia,France,-20.904305,165.618042,9/16/20,26
62228,Reunion,France,-21.1151,55.5364,9/16/20,1313
62229,Saint Barthelemy,France,17.9,-62.8333,9/16/20,16
62230,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/16/20,5
62231,St Martin,France,18.0708,-63.0501,9/16/20,206
62232,Wallis and Futuna,France,-14.2938,-178.1165,9/16/20,0
62233,,France,46.2276,2.2137,9/16/20,75921
62483,French Guiana,France,3.9339,-53.1258,9/17/20,9267
62484,French Polynesia,France,-17.6797,149.4068,9/17/20,672
62485,Guadeloupe,France,16.265,-61.551,9/17/20,837
62486,Martinique,France,14.6415,-61.0242,9/17/20,98
62487,Mayotte,France,-12.8275,45.166244,9/17/20,2964
62488,New Caledonia,France,-20.904305,165.618042,9/17/20,26
62489,Reunion,France,-21.1151,55.5364,9/17/20,1794
62490,Saint Barthelemy,France,17.9,-62.8333,9/17/20,16
62491,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/17/20,5
62492,St Martin,France,18.0708,-63.0501,9/17/20,206
62493,Wallis and Futuna,France,-14.2938,-178.1165,9/17/20,0
62494,,France,46.2276,2.2137,9/17/20,75880
62744,French Guiana,France,3.9339,-53.1258,9/18/20,9298
62745,French Polynesia,France,-17.6797,149.4068,9/18/20,873
62746,Guadeloupe,France,16.265,-61.551,9/18/20,837
62747,Martinique,France,14.6415,-61.0242,9/18/20,98
62748,Mayotte,France,-12.8275,45.166244,9/18/20,2964
62749,New Caledonia,France,-20.904305,165.618042,9/18/20,26
62750,Reunion,France,-21.1151,55.5364,9/18/20,1794
62751,Saint Barthelemy,France,17.9,-62.8333,9/18/20,16
62752,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/18/20,5
62753,St Martin,France,18.0708,-63.0501,9/18/20,206
62754,Wallis and Futuna,France,-14.2938,-178.1165,9/18/20,0
62755,,France,46.2276,2.2137,9/18/20,76583
63005,French Guiana,France,3.9339,-53.1258,9/19/20,9341
63006,French Polynesia,France,-17.6797,149.4068,9/19/20,1028
63007,Guadeloupe,France,16.265,-61.551,9/19/20,837
63008,Martinique,France,14.6415,-61.0242,9/19/20,98
63009,Mayotte,France,-12.8275,45.166244,9/19/20,2964
63010,New Caledonia,France,-20.904305,165.618042,9/19/20,26
63011,Reunion,France,-21.1151,55.5364,9/19/20,2482
63012,Saint Barthelemy,France,17.9,-62.8333,9/19/20,16
63013,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/19/20,5
63014,St Martin,France,18.0708,-63.0501,9/19/20,206
63015,Wallis and Futuna,France,-14.2938,-178.1165,9/19/20,0
63016,,France,46.2276,2.2137,9/19/20,76583
63266,French Guiana,France,3.9339,-53.1258,9/20/20,9341
63267,French Polynesia,France,-17.6797,149.4068,9/20/20,1028
63268,Guadeloupe,France,16.265,-61.551,9/20/20,837
63269,Martinique,France,14.6415,-61.0242,9/20/20,98
63270,Mayotte,France,-12.8275,45.166244,9/20/20,2964
63271,New Caledonia,France,-20.904305,165.618042,9/20/20,26
63272,Reunion,France,-21.1151,55.5364,9/20/20,2482
63273,Saint Barthelemy,France,17.9,-62.8333,9/20/20,16
63274,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/20/20,5
63275,St Martin,France,18.0708,-63.0501,9/20/20,206
63276,Wallis and Futuna,France,-14.2938,-178.1165,9/20/20,0
63277,,France,46.2276,2.2137,9/20/20,76583
63527,French Guiana,France,3.9339,-53.1258,9/21/20,9373
63528,French Polynesia,France,-17.6797,149.4068,9/21/20,1028
63529,Guadeloupe,France,16.265,-61.551,9/21/20,837
63530,Martinique,France,14.6415,-61.0242,9/21/20,98
63531,Mayotte,France,-12.8275,45.166244,9/21/20,2964
63532,New Caledonia,France,-20.904305,165.618042,9/21/20,26
63533,Reunion,France,-21.1151,55.5364,9/21/20,2482
63534,Saint Barthelemy,France,17.9,-62.8333,9/21/20,16
63535,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/21/20,5
63536,St Martin,France,18.0708,-63.0501,9/21/20,206
63537,Wallis and Futuna,France,-14.2938,-178.1165,9/21/20,0
63538,,France,46.2276,2.2137,9/21/20,77254
63788,French Guiana,France,3.9339,-53.1258,9/22/20,9400
63789,French Polynesia,France,-17.6797,149.4068,9/22/20,1170
63790,Guadeloupe,France,16.265,-61.551,9/22/20,837
63791,Martinique,France,14.6415,-61.0242,9/22/20,98
63792,Mayotte,France,-12.8275,45.166244,9/22/20,2964
63793,New Caledonia,France,-20.904305,165.618042,9/22/20,26
63794,Reunion,France,-21.1151,55.5364,9/22/20,2482
63795,Saint Barthelemy,France,17.9,-62.8333,9/22/20,16
63796,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/22/20,5
63797,St Martin,France,18.0708,-63.0501,9/22/20,206
63798,Wallis and Futuna,France,-14.2938,-178.1165,9/22/20,0
63799,,France,46.2276,2.2137,9/22/20,77757
64049,French Guiana,France,3.9339,-53.1258,9/23/20,9431
64050,French Polynesia,France,-17.6797,149.4068,9/23/20,1237
64051,Guadeloupe,France,16.265,-61.551,9/23/20,2199
64052,Martinique,France,14.6415,-61.0242,9/23/20,98
64053,Mayotte,France,-12.8275,45.166244,9/23/20,2964
64054,New Caledonia,France,-20.904305,165.618042,9/23/20,26
64055,Reunion,France,-21.1151,55.5364,9/23/20,2482
64056,Saint Barthelemy,France,17.9,-62.8333,9/23/20,25
64057,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/23/20,6
64058,St Martin,France,18.0708,-63.0501,9/23/20,273
64059,Wallis and Futuna,France,-14.2938,-178.1165,9/23/20,0
64060,,France,46.2276,2.2137,9/23/20,77757
64310,French Guiana,France,3.9339,-53.1258,9/24/20,9456
64311,French Polynesia,France,-17.6797,149.4068,9/24/20,1237
64312,Guadeloupe,France,16.265,-61.551,9/24/20,2199
64313,Martinique,France,14.6415,-61.0242,9/24/20,98
64314,Mayotte,France,-12.8275,45.166244,9/24/20,2964
64315,New Caledonia,France,-20.904305,165.618042,9/24/20,26
64316,Reunion,France,-21.1151,55.5364,9/24/20,2482
64317,Saint Barthelemy,France,17.9,-62.8333,9/24/20,25
64318,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/24/20,6
64319,St Martin,France,18.0708,-63.0501,9/24/20,273
64320,Wallis and Futuna,France,-14.2938,-178.1165,9/24/20,0
64321,,France,46.2276,2.2137,9/24/20,77214
64571,French Guiana,France,3.9339,-53.1258,9/25/20,9472
64572,French Polynesia,France,-17.6797,149.4068,9/25/20,1335
64573,Guadeloupe,France,16.265,-61.551,9/25/20,2199
64574,Martinique,France,14.6415,-61.0242,9/25/20,98
64575,Mayotte,France,-12.8275,45.166244,9/25/20,2964
64576,New Caledonia,France,-20.904305,165.618042,9/25/20,26
64577,Reunion,France,-21.1151,55.5364,9/25/20,2819
64578,Saint Barthelemy,France,17.9,-62.8333,9/25/20,25
64579,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/25/20,6
64580,St Martin,France,18.0708,-63.0501,9/25/20,273
64581,Wallis and Futuna,France,-14.2938,-178.1165,9/25/20,0
64582,,France,46.2276,2.2137,9/25/20,77692
64832,French Guiana,France,3.9339,-53.1258,9/26/20,9500
64833,French Polynesia,France,-17.6797,149.4068,9/26/20,1335
64834,Guadeloupe,France,16.265,-61.551,9/26/20,2199
64835,Martinique,France,14.6415,-61.0242,9/26/20,98
64836,Mayotte,France,-12.8275,45.166244,9/26/20,2964
64837,New Caledonia,France,-20.904305,165.618042,9/26/20,26
64838,Reunion,France,-21.1151,55.5364,9/26/20,2819
64839,Saint Barthelemy,France,17.9,-62.8333,9/26/20,25
64840,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/26/20,6
64841,St Martin,France,18.0708,-63.0501,9/26/20,273
64842,Wallis and Futuna,France,-14.2938,-178.1165,9/26/20,0
64843,,France,46.2276,2.2137,9/26/20,77692
65093,French Guiana,France,3.9339,-53.1258,9/27/20,9500
65094,French Polynesia,France,-17.6797,149.4068,9/27/20,1335
65095,Guadeloupe,France,16.265,-61.551,9/27/20,2199
65096,Martinique,France,14.6415,-61.0242,9/27/20,98
65097,Mayotte,France,-12.8275,45.166244,9/27/20,2964
65098,New Caledonia,France,-20.904305,165.618042,9/27/20,26
65099,Reunion,France,-21.1151,55.5364,9/27/20,2819
65100,Saint Barthelemy,France,17.9,-62.8333,9/27/20,25
65101,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/27/20,6
65102,St Martin,France,18.0708,-63.0501,9/27/20,273
65103,Wallis and Futuna,France,-14.2938,-178.1165,9/27/20,0
65104,,France,46.2276,2.2137,9/27/20,77692
65354,French Guiana,France,3.9339,-53.1258,9/28/20,9536
65355,French Polynesia,France,-17.6797,149.4068,9/28/20,1335
65356,Guadeloupe,France,16.265,-61.551,9/28/20,2199
65357,Martinique,France,14.6415,-61.0242,9/28/20,98
65358,Mayotte,France,-12.8275,45.166244,9/28/20,2964
65359,New Caledonia,France,-20.904305,165.618042,9/28/20,26
65360,Reunion,France,-21.1151,55.5364,9/28/20,2819
65361,Saint Barthelemy,France,17.9,-62.8333,9/28/20,25
65362,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/28/20,6
65363,St Martin,France,18.0708,-63.0501,9/28/20,273
65364,Wallis and Futuna,France,-14.2938,-178.1165,9/28/20,0
65365,,France,46.2276,2.2137,9/28/20,77846
65615,French Guiana,France,3.9339,-53.1258,9/29/20,9569
65616,French Polynesia,France,-17.6797,149.4068,9/29/20,1431
65617,Guadeloupe,France,16.265,-61.551,9/29/20,2199
65618,Martinique,France,14.6415,-61.0242,9/29/20,98
65619,Mayotte,France,-12.8275,45.166244,9/29/20,2964
65620,New Caledonia,France,-20.904305,165.618042,9/29/20,26
65621,Reunion,France,-21.1151,55.5364,9/29/20,2819
65622,Saint Barthelemy,France,17.9,-62.8333,9/29/20,25
65623,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/29/20,6
65624,St Martin,France,18.0708,-63.0501,9/29/20,273
65625,Wallis and Futuna,France,-14.2938,-178.1165,9/29/20,0
65626,,France,46.2276,2.2137,9/29/20,78678
65876,French Guiana,France,3.9339,-53.1258,9/30/20,9589
65877,French Polynesia,France,-17.6797,149.4068,9/30/20,1504
65878,Guadeloupe,France,16.265,-61.551,9/30/20,2199
65879,Martinique,France,14.6415,-61.0242,9/30/20,98
65880,Mayotte,France,-12.8275,45.166244,9/30/20,2964
65881,New Caledonia,France,-20.904305,165.618042,9/30/20,27
65882,Reunion,France,-21.1151,55.5364,9/30/20,2819
65883,Saint Barthelemy,France,17.9,-62.8333,9/30/20,25
65884,Saint Pierre and Miquelon,France,46.8852,-56.3159,9/30/20,6
65885,St Martin,France,18.0708,-63.0501,9/30/20,273
65886,Wallis and Futuna,France,-14.2938,-178.1165,9/30/20,0
65887,,France,46.2276,2.2137,9/30/20,79128
66137,French Guiana,France,3.9339,-53.1258,10/1/20,9613
66138,French Polynesia,France,-17.6797,149.4068,10/1/20,1504
66139,Guadeloupe,France,16.265,-61.551,10/1/20,2199
66140,Martinique,France,14.6415,-61.0242,10/1/20,98
66141,Mayotte,France,-12.8275,45.166244,10/1/20,2964
66142,New Caledonia,France,-20.904305,165.618042,10/1/20,27
66143,Reunion,France,-21.1151,55.5364,10/1/20,2819
66144,Saint Barthelemy,France,17.9,-62.8333,10/1/20,37
66145,Saint Pierre and Miquelon,France,46.8852,-56.3159,10/1/20,6
66146,St Martin,France,18.0708,-63.0501,10/1/20,309
66147,Wallis and Futuna,France,-14.2938,-178.1165,10/1/20,0
66148,,France,46.2276,2.2137,10/1/20,79578
66398,French Guiana,France,3.9339,-53.1258,10/2/20,9637
66399,French Polynesia,France,-17.6797,149.4068,10/2/20,1555
66400,Guadeloupe,France,16.265,-61.551,10/2/20,2199
66401,Martinique,France,14.6415,-61.0242,10/2/20,98
66402,Mayotte,France,-12.8275,45.166244,10/2/20,2964
66403,New Caledonia,France,-20.904305,165.618042,10/2/20,27
66404,Reunion,France,-21.1151,55.5364,10/2/20,3360
66405,Saint Barthelemy,France,17.9,-62.8333,10/2/20,37
66406,Saint Pierre and Miquelon,France,46.8852,-56.3159,10/2/20,6
66407,St Martin,France,18.0708,-63.0501,10/2/20,309
66408,Wallis and Futuna,France,-14.2938,-178.1165,10/2/20,0
66409,,France,46.2276,2.2137,10/2/20,80061
66659,French Guiana,France,3.9339,-53.1258,10/3/20,9665
66660,French Polynesia,France,-17.6797,149.4068,10/3/20,1555
66661,Guadeloupe,France,16.265,-61.551,10/3/20,2199
66662,Martinique,France,14.6415,-61.0242,10/3/20,98
66663,Mayotte,France,-12.8275,45.166244,10/3/20,2964
66664,New Caledonia,France,-20.904305,165.618042,10/3/20,27
66665,Reunion,France,-21.1151,55.5364,10/3/20,3360
66666,Saint Barthelemy,France,17.9,-62.8333,10/3/20,37
66667,Saint Pierre and Miquelon,France,46.8852,-56.3159,10/3/20,6
66668,St Martin,France,18.0708,-63.0501,10/3/20,309
66669,Wallis and Futuna,France,-14.2938,-178.1165,10/3/20,0
66670,,France,46.2276,2.2137,10/3/20,80061
66920,French Guiana,France,3.9339,-53.1258,10/4/20,9665
66921,French Polynesia,France,-17.6797,149.4068,10/4/20,1555
66922,Guadeloupe,France,16.265,-61.551,10/4/20,2199
66923,Martinique,France,14.6415,-61.0242,10/4/20,98
66924,Mayotte,France,-12.8275,45.166244,10/4/20,2964
66925,New Caledonia,France,-20.904305,165.618042,10/4/20,27
66926,Reunion,France,-21.1151,55.5364,10/4/20,3360
66927,Saint Barthelemy,France,17.9,-62.8333,10/4/20,37
66928,Saint Pierre and Miquelon,France,46.8852,-56.3159,10/4/20,6
66929,St Martin,France,18.0708,-63.0501,10/4/20,309
66930,Wallis and Futuna,France,-14.2938,-178.1165,10/4/20,0
66931,,France,46.2276,2.2137,10/4/20,80061
67181,French Guiana,France,3.9339,-53.1258,10/5/20,9710
67182,French Polynesia,France,-17.6797,149.4068,10/5/20,1769
67183,Guadeloupe,France,16.265,-61.551,10/5/20,2199
67184,Martinique,France,14.6415,-61.0242,10/5/20,98
67185,Mayotte,France,-12.8275,45.166244,10/5/20,2964
67186,New Caledonia,France,-20.904305,165.618042,10/5/20,27
67187,Reunion,France,-21.1151,55.5364,10/5/20,3360
67188,Saint Barthelemy,France,17.9,-62.8333,10/5/20,37
67189,Saint Pierre and Miquelon,France,46.8852,-56.3159,10/5/20,6
67190,St Martin,France,18.0708,-63.0501,10/5/20,309
67191,Wallis and Futuna,France,-14.2938,-178.1165,10/5/20,0
67192,,France,46.2276,2.2137,10/5/20,80394
67442,French Guiana,France,3.9339,-53.1258,10/6/20,9741
67443,French Polynesia,France,-17.6797,149.4068,10/6/20,1769
67444,Guadeloupe,France,16.265,-61.551,10/6/20,2199
67445,Martinique,France,14.6415,-61.0242,10/6/20,98
67446,Mayotte,France,-12.8275,45.166244,10/6/20,2964
67447,New Caledonia,France,-20.904305,165.618042,10/6/20,27
67448,Reunion,France,-21.1151,55.5364,10/6/20,3360
67449,Saint Barthelemy,France,17.9,-62.8333,10/6/20,37
67450,Saint Pierre and Miquelon,France,46.8852,-56.3159,10/6/20,6
